Agent setting:  OrderedDict([('actor_critic_dim', 128), ('n_hidden', 1), ('pi_lr', 0.001), ('qf_vf_lr', 0.001), ('sample_for_eval', False), ('use_true_q', False), ('entropy_scale', 0.05), ('l_param', 6), ('N_param', 64), ('optim_type', 'll_multiple'), ('q_update_type', 'sac'), ('use_replay', True), ('use_target', False), ('batch_size', 32), ('use_baseline', True), ('use_hard_value', False), ('use_scaled_kl', False), ('n_action_points', 128)])
Start run at: 2020-10-13 01:46:47.321069

=== EVAL :: ep: 0, r: -18.903407410190024, n_steps: 50, elapsed: 00:00:00
Train:: ep: 0, r: -49.904267156430286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 1, r: -46.63778978430945, n_steps: 50, elapsed: 00:00:01
Train:: ep: 2, r: -48.99482402533348, n_steps: 50, elapsed: 00:00:01
Train:: ep: 3, r: -59.66857935404633, n_steps: 50, elapsed: 00:00:01
Train:: ep: 4, r: -48.41352804177658, n_steps: 50, elapsed: 00:00:01
Train:: ep: 5, r: -64.17868984003061, n_steps: 50, elapsed: 00:00:01
Train:: ep: 6, r: -62.057858690841215, n_steps: 50, elapsed: 00:00:01
Train:: ep: 7, r: -49.68059631006763, n_steps: 50, elapsed: 00:00:01
Train:: ep: 8, r: -59.74394735510255, n_steps: 50, elapsed: 00:00:01
Train:: ep: 9, r: -54.6009186635701, n_steps: 50, elapsed: 00:00:01
Train:: ep: 10, r: -45.508951033521754, n_steps: 50, elapsed: 00:00:01
Train:: ep: 11, r: -52.318076812977246, n_steps: 50, elapsed: 00:00:01
Train:: ep: 12, r: -47.06088087168807, n_steps: 50, elapsed: 00:00:01
Train:: ep: 13, r: -43.297300859811266, n_steps: 50, elapsed: 00:00:01
Train:: ep: 14, r: -48.38755051274652, n_steps: 50, elapsed: 00:00:01
Train:: ep: 15, r: -71.3890297170623, n_steps: 50, elapsed: 00:00:01
Train:: ep: 16, r: -40.01851010168662, n_steps: 50, elapsed: 00:00:01
Train:: ep: 17, r: -57.844388030054226, n_steps: 50, elapsed: 00:00:01
Train:: ep: 18, r: -62.29066806961495, n_steps: 50, elapsed: 00:00:01
Train:: ep: 19, r: -64.11121012015039, n_steps: 50, elapsed: 00:00:01
Train:: ep: 20, r: -54.492011040752864, n_steps: 50, elapsed: 00:00:01
Train:: ep: 21, r: -47.45638773809665, n_steps: 50, elapsed: 00:00:01
Train:: ep: 22, r: -52.92442267564957, n_steps: 50, elapsed: 00:00:01
Train:: ep: 23, r: -49.11417468236798, n_steps: 50, elapsed: 00:00:01
Train:: ep: 24, r: -45.614137543580846, n_steps: 50, elapsed: 00:00:01
Train:: ep: 25, r: -54.84357833333658, n_steps: 50, elapsed: 00:00:01
Train:: ep: 26, r: -35.178112769138785, n_steps: 50, elapsed: 00:00:01
Train:: ep: 27, r: -41.41024187430471, n_steps: 50, elapsed: 00:00:01
Train:: ep: 28, r: -40.74906593725378, n_steps: 50, elapsed: 00:00:01
Train:: ep: 29, r: -38.6656873733099, n_steps: 50, elapsed: 00:00:01
Train:: ep: 30, r: -28.426331389128045, n_steps: 50, elapsed: 00:00:01
Train:: ep: 31, r: -28.27840910496149, n_steps: 50, elapsed: 00:00:01
Train:: ep: 32, r: -31.46355245369938, n_steps: 50, elapsed: 00:00:01
Train:: ep: 33, r: -34.02653414171057, n_steps: 50, elapsed: 00:00:01
Train:: ep: 34, r: -32.05229974226474, n_steps: 50, elapsed: 00:00:01
Train:: ep: 35, r: -27.73609000938837, n_steps: 50, elapsed: 00:00:01
Train:: ep: 36, r: -25.89022434841544, n_steps: 50, elapsed: 00:00:01
Train:: ep: 37, r: -33.18243427136286, n_steps: 50, elapsed: 00:00:01
Train:: ep: 38, r: -26.524379992619092, n_steps: 50, elapsed: 00:00:01
Train:: ep: 39, r: -30.617820270708833, n_steps: 50, elapsed: 00:00:01
Train:: ep: 40, r: -24.40716720098118, n_steps: 50, elapsed: 00:00:01
Train:: ep: 41, r: -22.35361651570614, n_steps: 50, elapsed: 00:00:01
Train:: ep: 42, r: -27.04266194663254, n_steps: 50, elapsed: 00:00:01
Train:: ep: 43, r: -26.775038243118722, n_steps: 50, elapsed: 00:00:01
Train:: ep: 44, r: -25.817031794084496, n_steps: 50, elapsed: 00:00:01
Train:: ep: 45, r: -28.121091048316707, n_steps: 50, elapsed: 00:00:01
Train:: ep: 46, r: -30.966416249383386, n_steps: 50, elapsed: 00:00:01
Train:: ep: 47, r: -38.85925553964676, n_steps: 50, elapsed: 00:00:01
Train:: ep: 48, r: -38.01804816425239, n_steps: 50, elapsed: 00:00:01
Train:: ep: 49, r: -31.313608205348046, n_steps: 50, elapsed: 00:00:01
Train:: ep: 50, r: -18.887990243815327, n_steps: 50, elapsed: 00:00:01
Train:: ep: 51, r: -18.61505138413521, n_steps: 50, elapsed: 00:00:01
Train:: ep: 52, r: -23.213945009482668, n_steps: 50, elapsed: 00:00:01
Train:: ep: 53, r: -15.99141788847521, n_steps: 50, elapsed: 00:00:01
Train:: ep: 54, r: -19.777916091207608, n_steps: 50, elapsed: 00:00:01
Train:: ep: 55, r: -22.608650219683636, n_steps: 50, elapsed: 00:00:01
Train:: ep: 56, r: -15.766666913570333, n_steps: 50, elapsed: 00:00:01
Train:: ep: 57, r: -37.991245644199296, n_steps: 50, elapsed: 00:00:01
Train:: ep: 58, r: -15.011437697956652, n_steps: 50, elapsed: 00:00:01
Train:: ep: 59, r: -23.287912930570407, n_steps: 50, elapsed: 00:00:01
Train:: ep: 60, r: -18.955366128953784, n_steps: 50, elapsed: 00:00:01
Train:: ep: 61, r: -21.46616962689692, n_steps: 50, elapsed: 00:00:01
Train:: ep: 62, r: -31.657475645269052, n_steps: 50, elapsed: 00:00:01
Train:: ep: 63, r: -19.973842336452602, n_steps: 50, elapsed: 00:00:01
Train:: ep: 64, r: -15.02261065207641, n_steps: 50, elapsed: 00:00:01
Train:: ep: 65, r: -23.4870917270531, n_steps: 50, elapsed: 00:00:01
Train:: ep: 66, r: -18.90905031302491, n_steps: 50, elapsed: 00:00:01
Train:: ep: 67, r: -14.76828462865937, n_steps: 50, elapsed: 00:00:01
Train:: ep: 68, r: -15.250139474561488, n_steps: 50, elapsed: 00:00:01
Train:: ep: 69, r: -17.235039228971957, n_steps: 50, elapsed: 00:00:01
Train:: ep: 70, r: -15.021232521253381, n_steps: 50, elapsed: 00:00:01
Train:: ep: 71, r: -16.665792116219652, n_steps: 50, elapsed: 00:00:01
Train:: ep: 72, r: -17.47568417002778, n_steps: 50, elapsed: 00:00:01
Train:: ep: 73, r: -14.734228116846147, n_steps: 50, elapsed: 00:00:01
Train:: ep: 74, r: -17.08175428891034, n_steps: 50, elapsed: 00:00:01
Train:: ep: 75, r: -16.642323618634325, n_steps: 50, elapsed: 00:00:01
Train:: ep: 76, r: -17.858789269663173, n_steps: 50, elapsed: 00:00:01
Train:: ep: 77, r: -17.509337727951525, n_steps: 50, elapsed: 00:00:01
Train:: ep: 78, r: -15.299138863324309, n_steps: 50, elapsed: 00:00:01
Train:: ep: 79, r: -15.938371641104968, n_steps: 50, elapsed: 00:00:01
Train:: ep: 80, r: -16.88308276908111, n_steps: 50, elapsed: 00:00:01
Train:: ep: 81, r: -19.625288403644777, n_steps: 50, elapsed: 00:00:01
Train:: ep: 82, r: -24.394849667819575, n_steps: 50, elapsed: 00:00:01
Train:: ep: 83, r: -19.855511875068462, n_steps: 50, elapsed: 00:00:01
Train:: ep: 84, r: -23.446259123234654, n_steps: 50, elapsed: 00:00:01
Train:: ep: 85, r: -22.769040225069457, n_steps: 50, elapsed: 00:00:01
Train:: ep: 86, r: -25.82621394379548, n_steps: 50, elapsed: 00:00:01
Train:: ep: 87, r: -24.18313420180869, n_steps: 50, elapsed: 00:00:01
Train:: ep: 88, r: -17.821965933996097, n_steps: 50, elapsed: 00:00:01
Train:: ep: 89, r: -18.0884039057002, n_steps: 50, elapsed: 00:00:01
Train:: ep: 90, r: -29.352170635915677, n_steps: 50, elapsed: 00:00:01
Train:: ep: 91, r: -26.403245552766883, n_steps: 50, elapsed: 00:00:01
Train:: ep: 92, r: -18.879893397164, n_steps: 50, elapsed: 00:00:01
Train:: ep: 93, r: -27.379636968377294, n_steps: 50, elapsed: 00:00:01
Train:: ep: 94, r: -24.048274783934733, n_steps: 50, elapsed: 00:00:01
Train:: ep: 95, r: -21.68040945959023, n_steps: 50, elapsed: 00:00:01
Train:: ep: 96, r: -19.518758334734983, n_steps: 50, elapsed: 00:00:01
Train:: ep: 97, r: -18.770213656701802, n_steps: 50, elapsed: 00:00:01
Train:: ep: 98, r: -17.732897635143182, n_steps: 50, elapsed: 00:00:01
Train:: ep: 99, r: -20.074832082117556, n_steps: 50, elapsed: 00:00:01
Train:: ep: 100, r: -14.522505934972934, n_steps: 50, elapsed: 00:00:01
Train:: ep: 101, r: -17.87731911444852, n_steps: 50, elapsed: 00:00:01
Train:: ep: 102, r: -17.760766869128002, n_steps: 50, elapsed: 00:00:01
Train:: ep: 103, r: -15.0663965538329, n_steps: 50, elapsed: 00:00:01
Train:: ep: 104, r: -12.082095199633887, n_steps: 50, elapsed: 00:00:01
Train:: ep: 105, r: -23.354438994114044, n_steps: 50, elapsed: 00:00:01
Train:: ep: 106, r: -20.590610979705193, n_steps: 50, elapsed: 00:00:01
Train:: ep: 107, r: -14.180625853780704, n_steps: 50, elapsed: 00:00:01
Train:: ep: 108, r: -28.337482869648667, n_steps: 50, elapsed: 00:00:01
Train:: ep: 109, r: -19.865028300995032, n_steps: 50, elapsed: 00:00:01
Train:: ep: 110, r: -18.240349533153733, n_steps: 50, elapsed: 00:00:01
Train:: ep: 111, r: -17.114691456987124, n_steps: 50, elapsed: 00:00:01
Train:: ep: 112, r: -13.737811707858816, n_steps: 50, elapsed: 00:00:01
Train:: ep: 113, r: -17.32937720493696, n_steps: 50, elapsed: 00:00:01
Train:: ep: 114, r: -19.510034409134445, n_steps: 50, elapsed: 00:00:01
Train:: ep: 115, r: -20.91242124601821, n_steps: 50, elapsed: 00:00:01
Train:: ep: 116, r: -13.638454903991926, n_steps: 50, elapsed: 00:00:01
Train:: ep: 117, r: -24.63130795908598, n_steps: 50, elapsed: 00:00:01
Train:: ep: 118, r: -20.53842564008268, n_steps: 50, elapsed: 00:00:01
Train:: ep: 119, r: -17.909424953308317, n_steps: 50, elapsed: 00:00:01
